"metadata.name","metadata.description","metadata.datatype","metadata.arraysize","metadata.ucd","metadata.unit","data.1","data.2","data.3","data.4"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"JADES-GS NS 20213084","53.158893","-27.765003","8.48523"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","JADES-GS NC  110748","53.164464","-27.80218","8.482"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[LFR2003]   597","338.2725664","-60.5427238","8.48"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[BIO2015] BORGY-6477644216","219.199","50.7393333333333","8.48"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[BIO2015] GNDY-6406511211","189.169375","62.1891944444444","8.48"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","JADES-GS+053.13356-27.77870","53.13356","-27.7787","8.48"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","JADES-GS+053.16326-27.76361","53.16326","-27.76361","8.48"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"JADES-GS+053.17292-27.76656","53.17292","-27.76656","8.48"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[MAC2016] A2744pf  1825","3.463422","-30.369596","8.476"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[NHM2017] 919","150.129812","2.191996","8.4747"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[LFL2017] M0416 z8   1341","64.04068","-24.06739","8.47"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[SLB2017] UVISTA-Y-7","149.760691666667","2.63501388888889","8.47"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[MAC2016] A2744cl     63","3.582217","-30.415646","8.463"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[BJD2020] UDS-74","34.19075","-5.39258888888889","8.46"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[NHM2017] 36448","150.18406","2.454594","8.454"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"JADES-GS+053.15576-27.75095","53.15576","-27.75095","8.45"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"JADES-GS+053.19495-27.78067","53.19495","-27.78067","8.45"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[MAC2016] M0717cl  23536","109.400124","37.746799","8.45"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[WSE2024] EGS-15298","214.834416666667","52.7816444444444","8.44"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[BCM2019b] 2095","64.0342","-24.0699","8.43"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"JADES-GS+053.13621-27.77716","53.13621","-27.77716","8.43"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","JADES-GS+053.18075-27.76077","53.18075","-27.76077","8.43"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","CANDELS EGS F160W J141849.8+524710.4","214.707583","52.786212","8.427"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[MAC2016] A2744cl  21050","3.584813","-30.404467","8.4268"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[MAC2016] A2744pf 23226","3.465775","-30.361956","8.4023"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","BoRG 0116+1425  630","19.0347","14.4026","8.4"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","BoRG 2229-0945  548","337.1905","-9.74903055555555","8.4"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[MMD2016] A209-9-1","22.97625","-13.6158638888889","8.4"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[BIO2015] GSDY-2181852456","53.0757916666667","-27.8793333333333","8.4"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[BIO2015] ERSY-2354441327","53.1476666666667","-27.6924166666667","8.4"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[BIO2015] HUDF092Y-3069750279","53.2790416666667","-27.8410833333333","8.4"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"RELICS wfc3ir Abell 1763 1434","203.8333744","40.9901793","8.4"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"BoRG 0440-5244  682","69.9455843","-52.7320162","8.4"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[AAC2023] NGD-z8j","53.264125","-27.8500833333333","8.4"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[BIO2015] EGSY-9597051195","214.99875","52.8554166666667","8.4"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[BBZ2012] A1703-zD4","198.77995375","51.8398755555556","8.4"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[MAC2016] A2744cl   1090","3.566395","-30.400923","8.39"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","CANDELS EGS F160W J142058.9+530103.3","215.245313","53.017573","8.389"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","JADES-GS+053.18354-27.77016","53.18354","-27.77016","8.3846"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[MAC2016] A2744pf 23271","3.489766","-30.402458","8.38435"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[MAC2016] M0416cl  22524","64.041985","-24.063457","8.382"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[LFR2003]   558","338.266791666667","-60.5457777777778","8.38"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[BIO2015] GNDY-7194815430","189.331166666667","62.2619444444444","8.38"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[BIO2015] GNDY-6492618415","189.20525","62.3115277777778","8.38"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[BIO2015] GSDY-2245251330","53.1021666666667","-27.8591666666667","8.38"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[BIO2015] GNDY-7233812360","189.347416666667","62.21","8.38"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","sBoRG 1115+2548   455","168.662","25.8007","8.38"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"sBoRG 1149+2202   343","177.1584","22.0221","8.38"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[IKO2018] HFF4P-3745-6484","177.40606","22.280113","8.37"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","JADES-GS+053.15047-27.79684","53.15047","-27.79684","8.37"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[NHM2017] 38405","150.107387","2.542107","8.366"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[MAC2016] A2744pf 20242","3.489362","-30.399139","8.365"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[IZL2015] 5296","64.131889","-24.11935","8.36"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[MAC2016] M0416cl  22746","64.046509","-24.06163","8.3594"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","ZFOURGE UDS 20308","34.2702141","-5.0890002","8.3556"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[BCM2019b] 1040","64.047981","-24.081665","8.353"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"JADES-GS+053.13939-27.78334","53.13939","-27.78334","8.35"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[SLB2017] UVISTA-Y-6","150.052125","2.05013888888889","8.35"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[MAC2016] M0416pf 22745","64.125259","-24.103832","8.3445"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[MAC2016] A2744cl    852","3.566094","-30.403889","8.3445"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[MAC2016] A2744pf 20996","3.468592","-30.388985","8.34165"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[SLB2017] UVISTA-Y-8","150.1981","2.56801111111111","8.34"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","RELICS wfc3ir Abell 1763  460","203.8249758","41.009117","8.335"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[BCM2019b] 2660","64.1267916666667","-24.1003222222222","8.334"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[IKO2018] HFF6P-1350-7372","40.056259","-1.627015","8.33"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[WSE2024] EGS-126832","214.94725","52.9566555555556","8.32"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","BoRG 1033+5051  126","158.1863098","50.8416866","8.3173"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"ALMA J041609.4-240535","64.039169","-24.093187","8.3118"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[BCM2019b] 393","64.037582","-24.088104","8.311"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","ZFOURGE CDFS 13453","53.1794739","-27.8207855","8.3069"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","ZFOURGE COSMOS 16300","150.1039886","2.352922","8.3055"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[MDB2013] BoRG 118","330.70987","18.83917","8.3"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[BOL2016] COS910-6","150.083833333333","2.23694444444444","8.3"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","CANDELS EGS F160W J142005.1+525802.5","215.021208333333","52.9673888888889","8.3"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[ZZI2017] 4267","177.39453","22.38231","8.3"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[IKO2018] HFF1P-5363-4016","3.473469","-30.40046","8.3"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"JADES-GS+053.13364-27.77895","53.13364","-27.77895","8.3"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[RPS2006] ACO 1835 13","210.263020833333","2.85800277777778","8.29"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[BIO2015] GNDY-6507310134","189.211375","62.1703888888889","8.29"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[BIO2015] ERSZ-2426541434","53.1777083333333","-27.6953888888889","8.29"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[BIO2015] HUDF092Y-3058852251","53.2745","-27.8736388888889","8.29"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[BIO2015] HUDF092Y-3104751086","53.293625","-27.8523888888889","8.29"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","sBoRG 0143+4434    56","25.8135","44.544","8.29"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[BIO2015] GNWY-7379420231","189.408083333333","62.33975","8.29"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[IKO2018] HFF5P-2042-2369","342.335117","-44.543602","8.29"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[LBL2018] MACS1149 cluster 61","177.4176958","22.4136828","8.285"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[NHM2017] 32609","150.111921","2.309681","8.2814"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[WES2023] EGS-36916","214.985125","52.9904583333333","8.28"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[MAC2016] A2744cl  22133","3.568264","-30.393133","8.2794"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","JADES-GN NS     1899","189.1977398","62.256964","8.27886"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","ZFOURGE UDS  8927","34.3512383","-5.2215366","8.2762"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[NHM2017] 21536","150.087974","2.439625","8.27"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"ZFOURGE UDS 18197","34.2344437","-5.137722","8.2687"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[RBI2023] 19","110.788916666667","-73.4559305555556","8.26"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","ZFOURGE UDS   421","34.2229462","-5.3103709","8.2554"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[BCM2019b] 1084","64.1545","-24.1188","8.25"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[MAC2016] M0416cl  20017","64.046623","-24.098431","8.2479"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[MAC2016] M0416cl  20139","64.035164","-24.093821","8.2469"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[MAC2016] A2744cl  23510","3.568508","-30.390806","8.2405"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[FPG2010] 640","53.1533333333333","-27.7745833333333","8.24"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"REBELS-11","36.1639583333333","-4.80833333333333","8.24"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[MBP2022] 6116","3.504591","-30.3079217","8.24"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","CANDELS EGS F160W J141959.7+525631.5","214.998825","52.942127","8.235"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"GOODS J123803.63+621530.2","189.5151261","62.2583893","8.226"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[LFR2003]   570","338.1880129","-60.5438356","8.22"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[IKO2018] HFF6C-5420-5141","39.975874","-1.587261","8.22"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[MAC2016] M0416pf 21167","64.116287","-24.119682","8.2179"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[NHM2017] 19257","150.125283","2.410453","8.21"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"RELICS wfc3ir PLCK G287.0+32.9 2032","177.7225936","-28.0850703","8.21"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[BHF2019] RXCJ2248   2086","342.179848","-44.525661","8.21"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[MBP2022] 6263","3.4696869","-30.3090295","8.21"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[FBF2023] CEERS1 5534","214.950078","52.949267","8.21"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[RER2016] MACSJ0712-0414","108.106833333333","59.5319444444444","8.2"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","CLASH MACSJ1931.8-2634  777","292.939333333333","-26.5704444444444","8.2"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[BIO2015] GNDY-7164114582","189.318375","62.2495","8.2"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[BIO2015] GSDY-2169152018","53.0704791666667","-27.8671883333333","8.2"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[BIO2015] GSDY-2277845140","53.1157916666667","-27.7539166666667","8.2"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[BIO2015] HUDF092Y-3050050583","53.2708333333333","-27.8495277777778","8.2"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[BIO2015] GNDY-6480018111","189.2","62.3030833333333","8.2"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"sBoRG 0728+0509   232","111.9093","5.1312","8.2"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"sBoRG 0955+4528   914","148.8281","45.4895","8.2"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[IKO2018] HFF6C-5578-4519","39.982425","-1.581097","8.2"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[BIO2011] UDF092y-03781204","53.2657916666667","-27.8556666666667","8.2"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[BIL2011] UDFj-43696407","53.1820416666667","-27.7779722222222","8.2"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"Fermi bn090423330","148.888291666667","18.1493611111111","8.2"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","JADES-GS NC  194809","53.14365","-27.82553","8.2"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[IKO2018] HFF5P-2092-3100","342.337186","-44.552795","8.19"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"COSMOS2020 Classic  784810","150.447895833333","2.17093611111111","8.19"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[WSE2024] EGS-118482","214.951791666667","52.9721083333333","8.19"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[IKO2018] HFF3P-2251-9452","109.3437961","37.829237","8.18"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","CANDELS EGS F160W J142021.5+525758.3","215.08975","52.9662222222222","8.175"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[NHM2017] 35638","150.199812","2.418515","8.1724"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[HBH2019] A2744-061","3.572515","-30.413267","8.17"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[LBF2023] NGDEEP  2470","53.248546","-27.802743","8.17"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[LBF2023] NGDEEP  8042","53.237915","-27.83233","8.17"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[MMD2016] RXJ2129-9-1","322.416291666667","0.0996638888888889","8.1623"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[BTP2024] J215.090022+52.953349","215.090022","52.953349","8.161"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[MAC2016] M0416pf 22334","64.12059","-24.107626","8.16005"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[LFL2017] A2744 z8  20572","3.573254","-30.384312","8.16"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"sBoRG 0926+4537    19","141.58658","45.593613","8.16"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[MAC2016] A2744pf 20058","3.48976","-30.402353","8.15505"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[BCM2019b] 1288","64.0327","-24.079","8.15"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[LOQ2022] EGSY-27727","215.031966","52.9122172","8.15"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[NHM2017] 35285","150.160146","2.407302","8.142"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[IKO2018] HFF6P-1732-6562","40.072207","-1.615618","8.14"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[MAC2016] M0416cl    847","64.055252","-24.080278","8.138"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[MAC2016] M0416pf 20139","64.141571","-24.132261","8.133"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"HRG14 J123704.80+621718.8","189.27","62.2886388888889","8.13"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[MAC2016] M0416pf 21305","64.120438","-24.118137","8.128"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","HRG14 J123654.03+621710.6","189.225125","62.286292","8.128"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[BCM2019b] 1646","64.147903","-24.111727","8.126"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"ZFOURGE CDFS 26146","53.1111666666667","-27.7156666666667","8.1226"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[NHM2017] 2761","150.125837","2.212488","8.12"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[NHM2017] 28413","150.202939","2.548545","8.12"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","COSMOS2020 Classic 1055131","149.476083333333","2.41900277777778","8.12"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[MAC2016] A2744pf 20062","3.489542","-30.402336","8.11"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[BIO2015] GNWY-7183521367","189.326458333333","62.3601944444444","8.11"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[BIO2015] GNDY-7193611417","189.330666666667","62.1949166666667","8.11"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[BIO2015] GNDY-7121816321","189.30075","62.2755833333333","8.11"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[BIO2015] GNDY-6476418001","189.1985","62.3000277777778","8.11"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[BIO2015] GNDY-6220415270","189.091833333333","62.2575","8.11"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[BIO2015] GSWY-2395853476","53.1649166666667","-27.8965555555556","8.11"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[BIO2015] GSDY-2332251305","53.1384166666667","-27.8584722222222","8.11"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[BIO2015] HUDF092Y-3075951567","53.281625","-27.86575","8.11"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"BoRG 0t 0958-0641","117.714208333333","29.2715388888889","8.11"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","sBoRG 0830+6555   840","127.5386","65.9185","8.11"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","sBoRG 0925+1400   131","141.3136","13.9867","8.11"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"sBoRG 2008-6610  1020","302.0242","-66.1658","8.11"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"sBoRG 1048+1518    72","161.9772","15.2852","8.11"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","sBoRG 1420+3743  1078","215.0515","37.7338","8.11"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","sBoRG 1456+2754   665","224.0888","27.9029","8.11"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"sBoRG 1416+1638   150","213.9968","16.6134","8.11"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[NHM2017] 33255","150.204828","2.333598","8.11"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[DMD2023] COSMOS-484075","149.63375","2.20606388888889","8.11"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","sBoRG 0956+2848   986","149.0963","28.8095","8.11"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"sBoRG 1017-2052   310","154.3421","-20.8697","8.11"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"sBoRG 1917-3335   929","289.3521","-33.5924","8.11"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[BIO2015] GSWY-2249353259","53.103875","-27.8905277777778","8.11"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[LVN2023] 2859","214.840534","52.817942","8.11"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[HBH2019] MACS0416-030","64.049583","-24.064596","8.10075"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[MDB2013] UDF12-3762-6011","53.15675","-27.76697","8.1"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[MDB2013] UDF12-3917-5449","53.16321","-27.76247","8.1"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","CLASH MACSJ0416.1-2403 1830","64.0379772","24.0888285","8.1"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"RELICS wfc3ir RXC J0911.1+1746  143","137.7939712","17.7897516","8.1"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[HBH2019] MACS0744-067","116.223754","39.450433","8.1"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","CANDELS EGS F160W J142019.1+530314.1","215.0795","53.0539722222222","8.1"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[STB2016] GLASS MACS2129 00899","322.34322036","-7.693382243","8.1"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[AAC2023] NGD-z8g(i)","53.26564","-27.85555","8.1"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[BIO2011] UDF092y-04640529","53.2693333333333","-27.8480555555556","8.1"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[ADW2016b] ID47","53.157492","-27.7667","8.1"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[CCF2023] J0305 PAR  827","46.4270833333333","-31.8726944444444","8.1"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[BHF2019] RXCJ2248    849","39.966133","-1.594771","8.1"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[MBP2022] 5001","3.4997064","-30.3177257","8.1"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[MAC2016] A2744cl  22645","3.575565","-30.386806","8.0916"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[CCG2019] Bootes1.07","218.59377","35.55583","8.09"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[MAC2016] A2744pf 21245","3.452006","-30.386202","8.07649"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[MBP2022] 4863","3.4866961","-30.3272162","8.07"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[LOQ2022] EGSY-12580","215.037281","52.891841","8.07"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[NHM2017] 31750","150.106501","2.278034","8.0655"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[BCM2019b] 2365","64.0476","-24.0667","8.06"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[MBP2022] 4397","3.4746591","-30.3226226","8.06"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[NHM2017] 31171","150.169548","2.257923","8.0559"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[MAC2016] M0416cl  20421","64.052307","-24.087439","8.05"
