"metadata.name","metadata.description","metadata.datatype","metadata.arraysize","metadata.ucd","metadata.unit","data.1","data.2","data.3","data.4"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","UNCOVER DR2 14088","3.59251","-30.40149","9.88"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"ZFOURGE UDS  8421","34.3524742","-5.2215729","9.8754"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[NHM2017] 8324","150.122902","2.279775","9.874"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[NHM2017] 27410","150.083606","2.527486","9.871"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","JADES-GS+053.15884-27.77349","53.1588333333333","-27.7734166666667","9.87"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[NHM2017] 2807","150.122896","2.212855","9.868"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"ZFOURGE COSMOS  9173","150.190918","2.2745712","9.8637"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[CCG2019] NGP5.05","205.19624","32.6103","9.86"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[NHM2017] 3507","150.107502","2.219847","9.858"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[NHM2017] 24259","150.12271","2.480755","9.858"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[NHM2017] 28321","150.195287","2.541093","9.852"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[ADF2023] CEERS MSA 80041","214.732525","52.75809","9.8505"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[ACF2023] 1514","110.61476","-73.47749","9.85"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"ZFOURGE COSMOS  9564","150.1902618","2.2799981","9.8475"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[NHM2017] 15891","150.155737","2.369778","9.845"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[MAC2016] A2744pf  2246","3.458799","-30.363085","9.84"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[MAC2016] A2744pf   196","3.484673","-30.398224","9.84"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[MAC2016] M0416pf    25","64.146973","-24.13591","9.839"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[NHM2017] 38442","150.153939","2.546867","9.839"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[NHM2017] 13869","150.15389","2.34574","9.837"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[KIS2018] A2744 46.1","3.59502","-30.40075","9.83"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[NHM2017] 21013","150.095196","2.433933","9.828"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[NHM2017] 29466","150.080194","2.194539","9.827"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[NHM2017] 10527","150.052887","2.305047","9.825"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[NHM2017] 35043","150.133662","2.396855","9.822"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[RPS2006] AC 114  4","344.695120833333","-34.7955083333333","9.82"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[NHM2017] 31413","150.09083","2.266219","9.82"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[LBF2023] NGDEEP  8165","53.23441","-27.833172","9.82"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[LBF2023] NGDEEP 12453","53.280001","-27.858265","9.82"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[NHM2017] 35588","150.191467","2.417187","9.819"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[NHM2017] 10731","150.116835","2.307743","9.819"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[MAC2016] A2744pf  2256","3.458502","-30.362791","9.815"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[NHM2017] 10425","150.128064","2.304207","9.815"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[NHM2017] 36774","150.129051","2.470557","9.813"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[NHM2017] 23452","150.058355","2.468293","9.81"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[NHM2017] 34289","150.154677","2.370891","9.81"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[NHM2017] 37152","150.068397","2.487636","9.808"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"ZFOURGE UDS 16145","34.3429108","-5.157023","9.8074"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[NHM2017] 19272","150.125216","2.41075","9.807"
"ra","Right ascension","DOUBLE",NA,"pos.eq.ra;meta.main","deg","[NHM2017] 37867","150.130043","2.518603","9.807"
"dec","Declination","DOUBLE",NA,"pos.eq.dec;meta.main","deg","[AAC2023] NGD-z9c","53.24581","-27.8059","9.8"
"rvz_redshift","redshift","DOUBLE",NA,"src.redshift",NA,"[NHM2017] 31814","150.126835","2.280682","9.796"
"main_id","Main identifier for an object","CHAR","*","meta.id;meta.main",NA,"[NHM2017] 27122","150.197176","2.523242","9.795"
